product,signal,family,strategy,roll_years,start,end,total_return,end_value,cagr,ann_vol,sharpe,max_drawdown,calmar,exposure,trades
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2011-02-01,2016-02-01,-0.1594561039519935,8405.438960480065,-0.03419801740257278,0.2900596102347689,0.02541975890844826,-0.48470687209778085,-0.07055401804923027,0.44038155802861684,71.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2011-05-01,2016-05-01,-0.11126709625967823,8887.329037403219,-0.023352229617654152,0.28355399329632763,0.05889382053274042,-0.42361780210681543,-0.055125704117047175,0.42845786963434024,71.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2011-08-01,2016-08-01,0.1484252515859339,11484.252515859338,0.02808753674253328,0.2839785662558703,0.2399333850895956,-0.36126946658961057,0.0777467772399369,0.4328832406671962,78.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2011-11-01,2016-11-01,0.15748690715811064,11574.869071581106,0.029706151811208947,0.2620546844682615,0.24317124200118573,-0.3612694665896107,0.08222713115402605,0.42970611596505165,83.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2012-02-01,2017-02-01,0.3990749733876633,13990.749733876633,0.06952604602750134,0.2750117823885392,0.38237216585931005,-0.3612694665896108,0.19244927251624186,0.46465448768864176,84.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2012-05-01,2017-05-01,0.47335552301484496,14733.55523014845,0.08072457459631321,0.2722883568336013,0.4217384332269277,-0.3612694665896107,0.22344698919162598,0.47058823529411764,86.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2012-08-01,2017-08-01,1.1275334936541683,21275.334936541683,0.16326733848307273,0.25053868452438083,0.7295952583337263,-0.36126946658961057,0.45192675712209773,0.44276629570747217,93.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2012-11-01,2017-11-01,1.771698978508561,27716.98978508561,0.22616583856522143,0.25481330411849035,0.9283306791634713,-0.3612694665896108,0.6260308702538036,0.45396825396825397,101.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2013-02-01,2018-02-01,1.59927453417632,25992.7453417632,0.21051571088995313,0.258685175379009,0.8687930614516987,-0.36126946658961057,0.5827110518838604,0.4650793650793651,106.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2013-05-01,2018-05-01,0.8964393941512325,18964.393941512324,0.13654803027797557,0.28819316040354465,0.5890230332534189,-0.3612694665896107,0.3779672596386046,0.4753968253968254,105.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2013-08-01,2018-08-01,0.594009427280733,15940.09427280733,0.09773668267855196,0.2967285521430773,0.46333832573577316,-0.36126946658961034,0.2705367923871005,0.4849206349206349,103.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2013-11-01,2018-11-01,0.3273525246444291,13273.525246444291,0.05827187918970389,0.3186883108207795,0.337554430585272,-0.504907204950573,0.11541106686209462,0.5158730158730159,100.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2014-02-01,2019-02-01,0.42565426235542514,14256.54262355425,0.07356244188898775,0.31668787336700344,0.38298109513756223,-0.5049072049505727,0.14569497358665948,0.4948371723590151,96.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2014-05-01,2019-05-01,0.487442119768114,14874.42119768114,0.08271812792330802,0.3247590585407076,0.40766651891450834,-0.5049072049505728,0.163828377001286,0.5138999205718825,98.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2014-08-01,2019-08-01,0.42214229369856304,14221.422936985631,0.07303257496571347,0.3356606235490949,0.37829686273115287,-0.5049072049505725,0.14464553931818608,0.5210484511517077,93.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2014-11-01,2019-11-01,0.6696109838570887,16696.109838570886,0.10804761288607034,0.32328913647305013,0.4793211742126003,-0.5049072049505727,0.21399499121159804,0.4924543288324067,92.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2015-02-01,2020-02-01,0.45563581276905585,14556.358127690559,0.07804390451399912,0.3319170672431124,0.39290371776518246,-0.5049072049505726,0.15457078795625256,0.5210484511517077,94.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2015-05-01,2020-05-01,-0.0828273731139284,9171.726268860715,-0.01714326740864225,0.41044966489838564,0.16399933550910883,-0.6121712726422444,-0.02800403771749814,0.5396825396825397,93.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2015-08-01,2020-08-01,0.14719011698461149,11471.901169846114,0.027866123629850525,0.42893116062974757,0.27928592736927765,-0.6121712726422447,0.04552014260580241,0.5663224781572677,94.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2015-11-01,2020-11-01,0.22613972304693708,12261.39723046937,0.04165057423931118,0.4344425850817825,0.3118860949958277,-0.6121712726422448,0.06803745307998457,0.5925337569499602,97.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2016-02-01,2021-02-01,1.1769749908921354,21769.749908921352,0.1683438799767285,0.43688443958394385,0.575027859561957,-0.6121712726422446,0.27499474003431285,0.5984126984126984,105.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2016-05-01,2021-05-01,1.136586673781626,21365.86673781626,0.1641165973635259,0.43757265679455837,0.5664614246496641,-0.6121712726422446,0.26808934802701256,0.5957108816521048,103.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2016-08-01,2021-08-01,0.8628804562464705,18628.804562464706,0.13260876410483857,0.44976066340903414,0.5024734138770564,-0.6121712726422441,0.2166203643181012,0.6131850675138999,100.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2016-11-01,2021-11-01,1.078480245072583,20784.80245072583,0.1577096574762078,0.4515771370519313,0.5508207326730367,-0.6121712726422451,0.25762342096763796,0.6195393169181891,99.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2017-02-01,2022-02-01,0.7973124868167127,17973.124868167128,0.1244100490420812,0.4567536225585911,0.4861037430985559,-0.6121712726422445,0.20322751916323092,0.5952380952380952,100.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2017-05-01,2022-05-01,0.8763844127190021,18763.844127190023,0.13413398182592662,0.45520476010203975,0.5050909016881483,-0.6121712726422442,0.21911185287571497,0.5650793650793651,96.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2017-08-01,2022-08-01,0.6319493810634202,16319.493810634203,0.1029990199743096,0.45299997417093174,0.44383155598239643,-0.6121712726422448,0.16825196571173084,0.5448768864177919,87.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2017-11-01,2022-11-01,0.2935111365816847,12935.111365816847,0.05286282050861857,0.4483715916542601,0.3399780526735869,-0.6121712726422446,0.0863529911824396,0.5107227958697379,76.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2018-02-01,2023-02-01,0.38345623927205064,13834.562392720507,0.06712545229464206,0.46366805410207,0.3722690192359581,-0.6105334468114381,0.10994557733930933,0.5067513899920572,72.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2018-05-01,2023-05-01,0.727906050806397,17279.06050806397,0.11568541736716242,0.4472716885277128,0.46867276101212757,-0.610533446811438,0.18948252216375566,0.4932486100079428,70.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2018-08-01,2023-08-01,1.9898931214260158,29898.93121426016,0.24532404797399288,0.45969367961008856,0.7061059886774919,-0.6105334468114378,0.4018191783844412,0.492845786963434,70.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2018-11-01,2023-11-01,2.131009793617805,31310.09793617805,0.2568819677127925,0.46776140905891983,0.721691758174332,-0.610533446811438,0.42075003270399036,0.4872813990461049,72.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2019-02-01,2024-02-01,2.6719684992985724,36719.68499298573,0.2973869556934945,0.47303653572895893,0.7860664054195466,-0.610533446811438,0.48709363466755634,0.505957108816521,81.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2019-05-01,2024-05-01,2.964255553766408,39642.55553766408,0.3171411818655283,0.4693784546114652,0.820570608287682,-0.6105334468114381,0.5194493168586006,0.4785714285714286,77.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2019-08-01,2024-08-01,2.3675880284806645,33675.88028480665,0.27510972870951056,0.482224081774159,0.7457133152954656,-0.6105334468114378,0.45060549941415035,0.47339158061953934,78.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2019-11-01,2024-11-01,2.4371876098922853,34371.876098922854,0.28034151222119563,0.5079022994283546,0.741047403539061,-0.610533446811438,0.45917469990432574,0.48768864177918986,76.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2020-02-01,2025-02-01,3.664713576740068,46647.13576740068,0.36170880180700604,0.5094412914827142,0.8610995347871927,-0.6105334468114378,0.5924471520701455,0.4598249801113763,73.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2020-05-01,2025-05-01,6.080755576446058,70807.55576446057,0.4805452542017332,0.4465772644047752,1.1021804378108908,-0.5385324778466709,0.8923236275798995,0.41766109785202865,72.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2020-08-01,2025-08-01,6.716612450321933,77166.12450321933,0.5067825353739004,0.4411525115026903,1.1501245190694382,-0.5385324778466709,0.9410435883092454,0.4164012738853503,75.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2020-11-01,2025-11-01,7.495519720004351,84955.1972000435,0.5361365802493034,0.44354693972385767,1.1897811481558196,-0.5385324778466708,0.995551062014036,0.4171974522292994,79.0
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2021-02-01,2026-02-01,5.792848706047172,67928.48706047171,0.4687245618974709,0.436032544126137,1.0998067096710389,-0.5385324778466709,0.8703738050705356,0.39729299363057324,73.5
USD,SMH,BREAKOUT_RSI,B20_RSI92,5,2021-05-01,2026-05-01,7.152109385725666,81521.09385725665,0.5234718236760239,0.43841289060333144,1.179922848186749,-0.5385324778466707,0.9720338980652252,0.392515923566879,77.5
USD,SOXX,MHT,MHT6_3,3,2007-02-01,2010-02-01,-0.3463874282891304,6536.125717108696,-0.13215906323185922,0.304681843764036,-0.3115130341031059,-0.46563594704243194,-0.28382487235208237,0.36772486772486773,14.0
USD,SOXX,MHT,MHT6_3,3,2007-05-01,2010-05-01,-0.14636012456358238,8536.398754364176,-0.05131545245512059,0.3109409262116929,-0.012900444425907124,-0.42462594081150595,-0.12084860467321246,0.3989431968295905,11.5
USD,SOXX,MHT,MHT6_3,3,2007-08-01,2010-08-01,-0.1485113615879562,8514.886384120438,-0.05217908929516091,0.30234438528467145,-0.024802905820586633,-0.3345588790549706,-0.15596384541504718,0.3333333333333333,9.0
USD,SOXX,MHT,MHT6_3,3,2007-11-01,2010-11-01,-0.03837446590265359,9616.255340973465,-0.012958690930591654,0.2919928751655316,0.10257599999650437,-0.3059075636729618,-0.042361459700439016,0.29365079365079366,7.5
