Date,Open,High,Low,Close,Volume
2010-03-11,0.5844891342001619,0.6008639335632324,0.5844891342001619,0.6008639335632324,3702000
2010-03-12,0.6013188564228288,0.605260596650071,0.586005687713623,0.586005687713623,4548000
2010-03-15,0.5741795587823233,0.5803956294049842,0.5587144539706885,0.5675077438354492,534000
2010-03-16,0.5746344496839976,0.6142068848651081,0.5737246961492116,0.6136000752449036,1260000
2010-03-17,0.6367975609351803,0.6431655631137971,0.6242135436191556,0.6357359290122986,2610000
2010-03-18,0.6357360170739581,0.6375554697583022,0.6114776781863251,0.6202709674835205,1584000
2010-03-19,0.6125382776593922,0.6128421432829536,0.5819119412512425,0.5920698046684265,1596000
2010-03-22,0.5803955234473258,0.6371005178435181,0.5770596165828957,0.6348262429237366,3804000
2010-03-23,0.6437723350919643,0.678189457151658,0.6434685236706258,0.6757632493972778,6114000
2010-03-24,0.6692443423641967,0.6692443423641967,0.6349782801139627,0.6383141875267029,2034000
2010-03-25,0.6659083867717729,0.6754603640029696,0.634523357457124,0.6351301670074463,2034000
2010-03-26,0.6521106259637127,0.6554465322286258,0.6126901388869647,0.625123143196106,2322000
2010-03-29,0.6452877971184358,0.6492304585133444,0.6374042636869917,0.6419528126716614,1380000
2010-03-30,0.6519597172319441,0.6610568167032155,0.63513009405469,0.654233992099762,1920000
2010-03-31,0.6592374325814359,0.6640889262656106,0.6405883565777337,0.6440752744674683,1080000
2010-04-01,0.6621175414809095,0.6888030070182871,0.6354329977343816,0.6461976170539856,1644000
2010-04-05,0.6707598782210049,0.7035094833264136,0.6278524623887233,0.7009322643280029,1500000
2010-04-06,0.6875894871113447,0.7001744262957033,0.6797058980883014,0.6903185844421387,1998000
2010-04-07,0.6939574349237039,0.7115458005443785,0.6748534824982179,0.6971414089202881,3414000
2010-04-08,0.6845573855488786,0.6845573855488786,0.6501403187038168,0.6724281907081604,4470000
2010-04-09,0.680160774754929,0.6906224500804484,0.6646956729884683,0.6903185844421387,1254000
2010-04-12,0.7007803312095879,0.7254944678633444,0.6924419188928377,0.7076031565666199,2400000
2010-04-13,0.7115456363256634,0.72473640593419,0.7024485388789614,0.7212485671043396,2904000
2010-04-14,0.7659764070900941,0.8166172566664127,0.7659764070900941,0.8140391707420349,6504000
2010-04-15,0.8285945720265769,0.8398149345330709,0.8117648958346132,0.8210139274597168,12666000
2010-04-16,0.8111590068238959,0.8111590068238959,0.7536952794883202,0.7906904816627502,4452000
2010-04-19,0.764157241618392,0.7873548724580022,0.7203391992627798,0.7640053629875183,5712000
2010-04-20,0.7862929049016928,0.806610418057789,0.7808346570978799,0.8010002374649048,2922000
2010-04-21,0.806610469970573,0.8243497900303978,0.7405045200357241,0.7759832143783569,5772000
