product,signal,strategy,window,cagr,sharpe,maxdd,calmar,exposure,trades,end_value
USD,SMH,PB_RSI10_R5_H40_TS8,MAX,0.14988478795648974,0.5737761692396155,-0.7171412816103111,0.20900315154069732,0.4625280784153563,106.0,150892.49803552986
USD,SMH,PB_RSI10_R5_H40_TS8,3Y,0.5451823892156056,1.1036824348373737,-0.3731999778909032,1.460831783261728,0.5917553191489362,23.5,36638.65907375173
USD,SMH,PB_RSI10_R5_H40_TS8,5Y,0.6320178561779588,1.309239199237999,-0.3731999778909032,1.6935098971595206,0.48844621513944225,28.5,114657.85119517746
USD,SMH,PB_RSI10_R5_H40_TS8,10Y,0.3851104336473725,1.006764256579392,-0.43828765244207357,0.8786705066902855,0.4882610425785913,57.0,257581.03550015434
USD,SMH,PB_RSI10_R5_H40_TS12,MAX,0.13201878206705997,0.5169661588407121,-0.6245640365253746,0.21137749589540503,0.5066367163569533,85.0,111304.53307286055
USD,SMH,PB_RSI10_R5_H40_TS12,3Y,0.3559225921619036,0.8242336261250814,-0.4255441464097147,0.8363940502173437,0.6529255319148937,22.5,24808.79806976862
USD,SMH,PB_RSI10_R5_H40_TS12,5Y,0.5210843104777549,1.1048430344014835,-0.42554414640971483,1.2245129321460666,0.5266932270916335,25.5,80751.81291040787
USD,SMH,PB_RSI10_R5_H40_TS12,10Y,0.3470277478165307,0.8974071950502707,-0.5135628578263209,0.6757259457690185,0.5264623955431755,47.0,195061.5302439477
USD,SMH,PB_RSI10_R5_H40_TS16,MAX,0.15121314556709087,0.5541130787371905,-0.6004363763487591,0.2518387484892484,0.5217480089850929,67.0,154316.13825075567
USD,SMH,PB_RSI10_R5_H40_TS16,3Y,0.3776320603204666,0.8391686404495925,-0.5041031329781941,0.7491166700144308,0.6861702127659575,16.5,26013.04901749507
USD,SMH,PB_RSI10_R5_H40_TS16,5Y,0.5356307379276624,1.097485707776909,-0.504103132978194,1.0625419738282647,0.546613545816733,19.5,84671.60970808068
USD,SMH,PB_RSI10_R5_H40_TS16,10Y,0.37270486757577537,0.9195861488242353,-0.5041031329781942,0.739342494012822,0.5395941106247513,37.0,235477.89704768892
USD,SMH,PB_RSI10_R5_H50,MAX,0.2377064176655288,0.7213182873716767,-0.5543796420442758,0.42877912469690627,0.5691239534408822,54.5,630661.0643163472
USD,SMH,PB_RSI10_R5_H50,3Y,0.6345120336160424,1.092943042220488,-0.5467315066970613,1.160555091198758,0.7446808510638298,9.0,43328.85911309594
USD,SMH,PB_RSI10_R5_H50,5Y,0.5443030551428196,1.0931690243736396,-0.5467315066970613,0.9955582374081338,0.5737051792828686,12.0,87079.90770318647
USD,SMH,PB_RSI10_R5_H50,10Y,0.41576706109778594,0.9589639954088627,-0.5543796420442761,0.7499681257497912,0.5877437325905293,28.0,320423.1034103134
USD,SMH,PB_RSI10_R5_H50_TS8,MAX,0.121082161381044,0.5032823271460848,-0.6531671078403635,0.18537700372174426,0.49193383704308763,109.0,92168.29724822447
USD,SMH,PB_RSI10_R5_H50_TS8,3Y,0.1951679043519674,0.6121593615465203,-0.4829597359042259,0.4041080235944772,0.5611702127659575,24.5,17023.848082850127
USD,SMH,PB_RSI10_R5_H50_TS8,5Y,0.26703944857071904,0.7748442507506066,-0.4829597359042255,0.5529227981515936,0.4605577689243028,30.5,32502.08308974484
USD,SMH,PB_RSI10_R5_H50_TS8,10Y,0.21576492894144206,0.6913586854792982,-0.48295973590422525,0.446755522046728,0.5069637883008357,59.5,70168.0129446768
USD,SMH,PB_RSI10_R5_H50_TS12,MAX,0.16476547671733743,0.593162637939405,-0.6448837023631764,0.2554964191427917,0.5425770880130693,78.0,193723.39957423776
USD,SMH,PB_RSI10_R5_H50_TS12,3Y,0.23379311803459712,0.6603829768601506,-0.6448837023631764,0.36253531788423593,0.663563829787234,19.5,18718.831684650886
USD,SMH,PB_RSI10_R5_H50_TS12,5Y,0.30479532096589734,0.8074378441185414,-0.6448837023631764,0.4726361045394307,0.5250996015936255,22.5,37620.056672994855
USD,SMH,PB_RSI10_R5_H50_TS12,10Y,0.2683363121840523,0.7673224768332845,-0.6448837023631762,0.4161003157634996,0.5543175487465181,43.5,107022.88176733835
USD,SMH,PB_RSI10_R5_H50_TS16,MAX,0.17826237363204367,0.6134757708912307,-0.583849603041195,0.3053224198552138,0.5609556871554012,65.0,242333.34196681101
USD,SMH,PB_RSI10_R5_H50_TS16,3Y,0.4278644245974097,0.8979047737786238,-0.583849603041195,0.7328332885193733,0.714095744680851,13.5,28947.133959546816
USD,SMH,PB_RSI10_R5_H50_TS16,5Y,0.42415944686019946,0.9621547571822259,-0.5838496030411953,0.7264875143372695,0.5553784860557769,16.5,58176.324165139005
USD,SMH,PB_RSI10_R5_H50_TS16,10Y,0.3008862887832702,0.8081955073806255,-0.5838496030411955,0.5153489652403517,0.5734182252288101,36.5,137790.74491945904
USD,SMH,PB_RSI10_R5_H60,MAX,0.3354518619435267,0.869514423296577,-0.6562915363259483,0.5111323906772492,0.6589748825811721,50.5,2762331.0115600065
USD,SMH,PB_RSI10_R5_H60,3Y,1.258871981979667,1.5571043624211376,-0.5412586915162236,2.325823126189806,0.8111702127659575,10.0,113777.79912950448
USD,SMH,PB_RSI10_R5_H60,5Y,0.9124832632514785,1.4429673038018545,-0.5412586915162239,1.6858542459527923,0.6374501992031872,13.0,252581.16447241776
USD,SMH,PB_RSI10_R5_H60,10Y,0.6316650645083144,1.197227154000595,-0.5828862774672361,1.0836849123520842,0.6832471150019896,27.0,1319482.7979350276
USD,SMH,PB_RSI10_R5_H60_TS8,MAX,0.21299308255976124,0.6893677176488954,-0.6805958382288626,0.31295090359947,0.5779048396977742,111.0,426167.3877101222
USD,SMH,PB_RSI10_R5_H60_TS8,3Y,0.6711136648952922,1.1633483299028278,-0.5270735184837775,1.2732828369481972,0.7313829787234043,23.5,46289.04212599918
USD,SMH,PB_RSI10_R5_H60_TS8,5Y,0.5915022075612726,1.1728633495239376,-0.5270735184837776,1.122238524262869,0.5872509960159362,27.5,101165.42603748204
USD,SMH,PB_RSI10_R5_H60_TS8,10Y,0.41166758872373044,0.9771160664015692,-0.5270735184837776,0.7810439612067152,0.6259450855551134,57.5,311290.02303638053
USD,SMH,PB_RSI10_R5_H60_TS12,MAX,0.27679794313650397,0.7934262790666987,-0.5548921326844505,0.49883198342966983,0.6267102307535226,74.0,1154046.6504205884
USD,SMH,PB_RSI10_R5_H60_TS12,3Y,0.8531453568880567,1.2877680437214045,-0.5548921326844503,1.5374976624028183,0.7938829787234043,14.5,63019.641159472216
USD,SMH,PB_RSI10_R5_H60_TS12,5Y,0.698544287836409,1.255965448889147,-0.5548921326844503,1.258883027331817,0.6270916334661355,17.5,139900.52954509738
USD,SMH,PB_RSI10_R5_H60_TS12,10Y,0.5005819890816012,1.0719134682613212,-0.5548921326844505,0.9021248628267474,0.6645443692797454,37.5,572402.0640506232
USD,SMH,PB_RSI10_R5_H60_TS16,MAX,0.28655901989283694,0.7979577106271941,-0.6171725784609337,0.4643093842688862,0.6477435164386359,65.0,1338126.7674900414
USD,SMH,PB_RSI10_R5_H60_TS16,3Y,1.1523703006790882,1.4877801703021347,-0.5412586915162236,2.129056435936322,0.8058510638297872,12.5,98506.88270182289
USD,SMH,PB_RSI10_R5_H60_TS16,5Y,0.8579309925469341,1.3937606117829233,-0.5412586915162239,1.585066449729645,0.6342629482071713,15.5,218680.4748530437
USD,SMH,PB_RSI10_R5_H60_TS16,10Y,0.5322511314894098,1.0977153047765658,-0.6038943358447545,0.8813646691103222,0.6736967767608436,34.5,704938.8620079544
USD,SMH,PB_RSI10_R10_H20,MAX,0.09450497574952821,0.44121553925606194,-0.6105335744535377,0.1547907923558758,0.2981417194200531,71.0,57822.95655903012
USD,SMH,PB_RSI10_R10_H20,3Y,0.5569482358050202,1.1325710767630912,-0.3625971432589443,1.535997307643658,0.40425531914893614,15.5,37477.494591946284
USD,SMH,PB_RSI10_R10_H20,5Y,0.4561522359227814,1.0901001222308158,-0.3625971432589443,1.2580138713255826,0.3298804780876494,20.5,64982.38954380961
USD,SMH,PB_RSI10_R10_H20,10Y,0.19868061186331176,0.6610082942195036,-0.6105335744535376,0.3254212711252485,0.3103859928372463,38.0,60932.44439082125
USD,SMH,PB_RSI10_R10_H20_TS8,MAX,0.06399530132024278,0.3613347232110558,-0.6165274894982282,0.10379959111365251,0.27915050030631,87.0,33381.58743103638
USD,SMH,PB_RSI10_R10_H20_TS8,3Y,0.21127335033676786,0.6573203161665927,-0.402939443280816,0.5243302780599901,0.37367021276595747,19.5,17717.611829415935
USD,SMH,PB_RSI10_R10_H20_TS8,5Y,0.21901665195133835,0.7069590742538834,-0.40293944328081566,0.5435473136311993,0.30278884462151395,27.5,26812.768004179798
USD,SMH,PB_RSI10_R10_H20_TS8,10Y,0.15752455651591557,0.6088488024780219,-0.47959272484026416,0.32845485003631275,0.2833267011539992,48.0,43006.827197802944
USD,SMH,PB_RSI10_R10_H20_TS12,MAX,0.08828918281716569,0.4302957607885038,-0.5269164597891205,0.16755821758253725,0.29242393302021646,77.0,51764.8917545622
USD,SMH,PB_RSI10_R10_H20_TS12,3Y,0.4262488612263673,0.9684540696241692,-0.3625971432589443,1.1755439036152773,0.4002659574468085,18.5,28849.50642579356
USD,SMH,PB_RSI10_R10_H20_TS12,5Y,0.3807394790854388,0.9752169680436765,-0.3625971432589442,1.0500344146769476,0.32669322709163345,24.5,49863.03608760679
USD,SMH,PB_RSI10_R10_H20_TS12,10Y,0.18186547820148835,0.6456707079698177,-0.5269164597891207,0.34515049743231296,0.30043772383605255,44.0,52925.46637069235
USD,SMH,PB_RSI10_R10_H20_TS16,MAX,0.10398058036196933,0.47275206212750404,-0.5058551617143399,0.20555405624325315,0.29487441290586075,72.0,68367.51121826039
USD,SMH,PB_RSI10_R10_H20_TS16,3Y,0.5569482358050202,1.1325710767630912,-0.3625971432589443,1.535997307643658,0.40425531914893614,15.5,37477.494591946284
USD,SMH,PB_RSI10_R10_H20_TS16,5Y,0.4561522359227814,1.0901001222308158,-0.3625971432589443,1.2580138713255826,0.3298804780876494,20.5,64982.38954380961
USD,SMH,PB_RSI10_R10_H20_TS16,10Y,0.2189859304207178,0.7195490139414388,-0.5058551617143394,0.432902433334032,0.3040191006764823,39.0,72044.04311620996
USD,SMH,PB_RSI10_R10_H30,MAX,0.12760711066100883,0.5250273829597437,-0.6355134594874874,0.2007937184586431,0.360628956503982,57.5,103171.23567461372
USD,SMH,PB_RSI10_R10_H30,3Y,0.6916692352732705,1.291114945626375,-0.39183869983243946,1.765188674750724,0.4521276595744681,11.0,48008.96010857355
USD,SMH,PB_RSI10_R10_H30,5Y,0.5386349253336598,1.1991219377195872,-0.39554703560929083,1.3617468387898797,0.3745019920318725,14.0,85499.76547389981
USD,SMH,PB_RSI10_R10_H30,10Y,0.28896661678227376,0.842894757664326,-0.6355134594874874,0.4546978706246633,0.36012733784321527,29.0,125705.54276152594
USD,SMH,PB_RSI10_R10_H30_TS8,MAX,0.08500242046767936,0.4222834322225313,-0.743289886789367,0.1143597161463429,0.33040637124770267,81.0,48809.978942260364
USD,SMH,PB_RSI10_R10_H30_TS8,3Y,0.35007509378454693,0.8949922238198695,-0.5080487217270714,0.6890581135496107,0.4095744680851064,17.5,24490.89198967264
USD,SMH,PB_RSI10_R10_H30_TS8,5Y,0.3173045915934478,0.8937803421460616,-0.5080487217270715,0.6245554373501737,0.34103585657370517,21.5,39450.844262925864
USD,SMH,PB_RSI10_R10_H30_TS8,10Y,0.25993315325482746,0.8400669651244141,-0.5080487217270713,0.5116303656295116,0.3318742538798249,41.5,100158.45305927107
USD,SMH,PB_RSI10_R10_H30_TS12,MAX,0.10968234349656258,0.4837500337230429,-0.6745457218699348,0.16260179249600432,0.3528691035327752,68.0,75565.76144578824
USD,SMH,PB_RSI10_R10_H30_TS12,3Y,0.4661151454917869,1.0226401870392083,-0.39183869983243946,1.1895587283520235,0.4401595744680851,16.5,31323.238118357705
USD,SMH,PB_RSI10_R10_H30_TS12,5Y,0.41129765776863114,1.0144050673844789,-0.39554703560929083,1.0398198462923087,0.3665338645418327,20.5,55606.36171191901
USD,SMH,PB_RSI10_R10_H30_TS12,10Y,0.2707936001020632,0.8267249283499756,-0.5135628578263207,0.5272842378987648,0.3517707918822125,37.5,109108.65876277047
USD,SMH,PB_RSI10_R10_H30_TS16,MAX,0.14600199665682068,0.5748527052213904,-0.6334372012672117,0.23049166731088566,0.35899530324688583,59.0,141293.48418241792
USD,SMH,PB_RSI10_R10_H30_TS16,3Y,0.6816505370865731,1.2806065869977588,-0.39183869983243946,1.7396202503174516,0.449468085106383,11.5,47165.467538827594
USD,SMH,PB_RSI10_R10_H30_TS16,5Y,0.5331682648501115,1.1919594438155996,-0.39554703560929083,1.3479263320197366,0.37290836653386455,14.5,83997.57886687563
USD,SMH,PB_RSI10_R10_H30_TS16,10Y,0.3302585527069355,0.9304437900155305,-0.4919070681503629,0.6713840359089621,0.35694389176283325,30.5,172154.3219064905
USD,SMH,PB_RSI10_R10_H40,MAX,0.2168048824128339,0.7084196508997659,-0.6105335744535376,0.35510722339371203,0.4304676332448438,51.5,452959.4964739568
USD,SMH,PB_RSI10_R10_H40,3Y,0.6993018099236183,1.2119474631477432,-0.4882605822700279,1.4322307294855028,0.5452127659574468,10.0,48658.24853160515
