route,years,start,end,cagr,benchmark_cagr,cagr_delta,sharpe,benchmark_sharpe,sharpe_delta,maxdd,benchmark_maxdd,maxdd_improvement,terminal,benchmark_terminal
SOXL_3X,5,2016-04-04,2021-04-01,0.4693246449,0.3879995577,0.0813250872,1.2793250369,1.3106452212,-0.0313201844,-0.4491772119,-0.3517952443,-0.0973819677,6.8379457287,5.1449552499
SOXL_3X,5,2016-07-05,2021-07-02,0.4613671333,0.3906049558,0.0707621775,1.2488867748,1.3065251738,-0.0576383990,-0.4491772119,-0.3517952443,-0.0973819677,6.6549204964,5.1933859063
SOXL_3X,5,2016-10-03,2021-10-01,0.3781476636,0.3292162756,0.0489313880,1.0807630153,1.1445747483,-0.0638117330,-0.4491772119,-0.3517952443,-0.0973819677,4.9650771932,4.1446493411
SOXL_3X,5,2017-01-03,2021-12-31,0.4243822633,0.3623509029,0.0620313604,1.1700611522,1.2219567903,-0.0518956381,-0.4491772119,-0.3517952443,-0.0973819677,5.8549495385,4.6871842617
SOXL_3X,5,2017-04-03,2022-04-01,0.3367251973,0.2912292547,0.0454959426,0.9612515256,0.9936534867,-0.0324019611,-0.4491772119,-0.3517952443,-0.0973819677,4.2678649944,3.5893580708
SOXL_3X,5,2017-07-03,2022-07-01,0.2250915734,0.1968997541,0.0281918193,0.7213580474,0.7283015024,-0.0069434550,-0.4491772119,-0.4089719593,-0.0402052527,2.7573562977,2.4545909900
SOXL_3X,5,2017-10-02,2022-09-30,0.1859585796,0.1645494126,0.0214091670,0.6342077324,0.6346864067,-0.0004786742,-0.4491772119,-0.4213109398,-0.0278662721,2.3445185850,2.1405583552
SOXL_3X,5,2018-01-02,2022-12-30,0.1918784983,0.1703450593,0.0215334389,0.6387637011,0.6347407628,0.0040229383,-0.4975803065,-0.4737382677,-0.0238420388,2.4035735574,2.1943128350
SOXL_3X,5,2018-04-02,2023-03-31,0.2496863346,0.2127776641,0.0369086705,0.7571097914,0.7390254859,0.0180843056,-0.4975803065,-0.4737382677,-0.0238420388,3.0479308102,2.6236503062
SOXL_3X,5,2018-07-02,2023-06-30,0.2980009894,0.2501748762,0.0478261132,0.8449444318,0.8246863047,0.0202581272,-0.4975803065,-0.4737382677,-0.0238420388,3.6768516634,3.0484861452
SOXL_3X,5,2018-10-02,2023-10-02,0.2484255161,0.2191896585,0.0292358576,0.7432121043,0.7462932638,-0.0030811595,-0.4975803065,-0.4737382677,-0.0238420388,3.0272507782,2.6895105096
SOXL_3X,5,2019-01-02,2024-01-02,0.3738944776,0.3027268349,0.0711676426,0.9817512727,0.9519035357,0.0298477370,-0.4975803065,-0.4737382677,-0.0238420388,4.8889934489,3.7480987895
SOXL_3X,5,2019-04-02,2024-04-02,0.3720097937,0.2933321251,0.0786776686,0.9711937144,0.9243040899,0.0468896245,-0.4975803065,-0.4737382677,-0.0238420388,4.8555786042,3.6149894304
SOXL_3X,5,2019-07-02,2024-07-02,0.3956477286,0.3130413943,0.0826063343,1.0103924092,0.9686865735,0.0417058358,-0.4975803065,-0.4737382677,-0.0238420388,5.2881596536,3.8987261366
SOXL_3X,5,2019-10-02,2024-10-02,0.3203486742,0.2779623143,0.0423863599,0.8645317637,0.8760862329,-0.0115544692,-0.4975803065,-0.4737382677,-0.0238420388,4.0083371633,3.4053954004
SOXL_3X,5,2020-01-02,2025-01-02,0.2458696619,0.2196112017,0.0262584602,0.7276572933,0.7408416849,-0.0131843916,-0.4975803065,-0.4737382677,-0.0238420388,2.9990533592,2.6962792797
SOXL_3X,5,2020-04-02,2025-04-02,0.3039663809,0.2404699600,0.0634964209,0.8510053698,0.8051968370,0.0458085328,-0.4975803065,-0.4737382677,-0.0238420388,3.7580257662,2.9296594229
SOXL_3X,5,2020-07-02,2025-07-02,0.2923083223,0.2300644141,0.0622439082,0.8221651493,0.7687431136,0.0534220357,-0.5133524638,-0.4737382677,-0.0396141961,3.5897399571,2.8068024450
SOXL_3X,5,2020-10-02,2025-10-02,0.2963588032,0.2400072328,0.0563515704,0.8322546969,0.7943231836,0.0379315133,-0.5133524638,-0.4737382677,-0.0396141961,3.6461691888,2.9217171358
SOXL_3X,5,2021-01-04,2026-01-02,0.2720107784,0.2139669274,0.0580438511,0.7843578526,0.7280649677,0.0562928849,-0.5133524638,-0.4737382677,-0.0396141961,3.3173811510,2.6284375284
SOXL_3X,5,2021-04-05,2026-04-02,0.2168302240,0.1908029065,0.0260273175,0.6761054009,0.6709744643,0.0051309366,-0.5133524638,-0.4737382677,-0.0396141961,2.6594821802,2.3877872138
SOXL_3X,5,2021-07-02,2026-07-02,0.4004089090,0.3236716165,0.0767372925,0.9829565136,0.9454359878,0.0375205258,-0.5133524638,-0.4737382677,-0.0396141961,5.3502298805,4.0409642380
SOXL_3X,10,2013-01-02,2022-12-30,0.2726888258,0.2233866533,0.0493021724,0.8838490631,0.8658553601,0.0179937030,-0.4975803065,-0.4737382677,-0.0238420388,11.1273354643,7.4979481310
SOXL_3X,10,2013-04-02,2023-03-31,0.2945483828,0.2395766816,0.0549717012,0.9270103329,0.9058472766,0.0211630563,-0.4975803065,-0.4737382677,-0.0238420388,13.2049861864,8.5578337678
SOXL_3X,10,2013-07-02,2023-06-30,0.3031646440,0.2470551011,0.0561095429,0.9362417398,0.9208125860,0.0154291538,-0.4975803065,-0.4737382677,-0.0238420388,14.0806870937,9.0722484678
SOXL_3X,10,2013-10-02,2023-10-02,0.2775767046,0.2307742082,0.0468024965,0.8713108699,0.8682309409,0.0030799290,-0.4975803065,-0.4737382677,-0.0238420388,11.5505677268,7.9562846931
SOXL_3X,10,2014-01-02,2024-01-02,0.2879898535,0.2389268276,0.0490630259,0.8902058438,0.8879402122,0.0022656316,-0.4975803065,-0.4737382677,-0.0238420388,12.5261017805,8.4986292927
SOXL_3X,10,2014-04-02,2024-04-02,0.2998694452,0.2492991176,0.0505703276,0.9107213264,0.9098755008,0.0008458256,-0.4975803065,-0.4737382677,-0.0238420388,13.7290789978,9.2366298788
SOXL_3X,10,2014-07-02,2024-07-02,0.3053027181,0.2542396745,0.0510630436,0.9162438261,0.9187439799,-0.0025001539,-0.4975803065,-0.4737382677,-0.0238420388,14.3131396586,9.6080255028
SOXL_3X,10,2014-10-02,2024-10-02,0.2777886311,0.2454240935,0.0323645376,0.8454392879,0.8816091924,-0.0361699045,-0.4975803065,-0.4737382677,-0.0238420388,11.5697194593,8.9544291038
SOXL_3X,10,2015-01-02,2025-01-02,0.2527615023,0.2286874323,0.0240740701,0.7939683025,0.8368431815,-0.0428748789,-0.4975803065,-0.4737382677,-0.0238420388,9.4955229868,7.8225686296
SOXL_3X,10,2015-04-02,2025-04-02,0.2286324855,0.2043337532,0.0242987323,0.7405915505,0.7650536160,-0.0244620655,-0.4975803065,-0.4737382677,-0.0238420388,7.8126891286,6.4001018661
SOXL_3X,10,2015-07-02,2025-07-02,0.2713716368,0.2431256280,0.0282460088,0.8223000694,0.8494997521,-0.0271996827,-0.5133524638,-0.4737382677,-0.0396141961,10.9813639537,8.7755612242
SOXL_3X,10,2015-10-02,2025-10-02,0.3260412828,0.2811168212,0.0449244616,0.9385028670,0.9496819668,-0.0111790998,-0.5133524638,-0.4737382677,-0.0396141961,16.7162462963,11.8509356086
SOXL_3X,10,2016-01-04,2026-01-02,0.3372591277,0.2838990312,0.0533600965,0.9548275658,0.9498666126,0.0049609531,-0.5133524638,-0.4737382677,-0.0396141961,18.1824093983,12.1103116980
SOXL_3X,10,2016-04-04,2026-04-02,0.3372811266,0.2857433844,0.0515377422,0.9447885938,0.9480776600,-0.0032890662,-0.5133524638,-0.4737382677,-0.0396141961,18.1853948151,12.2850583615
SOXL_3X,10,2016-07-05,2026-07-02,0.4304790608,0.3565906672,0.0738883936,1.0946541349,1.0929576644,0.0016964705,-0.5133524638,-0.4737382677,-0.0396141961,35.5218944521,20.9319223825
