Date,Open,High,Low,Close,Volume
2000-06-05 13:30:00,41.3969221350662,42.67067358537593,40.892728852651935,41.90111541748047,349518.73844127427
2000-06-06 13:30:00,41.821505084220455,42.564526748153305,40.17624282836914,40.17624282836914,524749.1680609147
2000-06-07 13:30:00,40.65390900034964,41.184638882860725,39.5659127412019,40.83966445922852,507555.74328221526
2000-06-08 13:30:00,41.954190662576494,41.98072715255915,40.68043914340909,41.0254135131836,459744.2995654125
2000-06-09 13:30:00,41.71535764628943,42.0337954909176,41.21116439229484,41.87457656860352,229636.6503968373
2000-06-12 13:30:00,42.13994636108157,42.13994636108157,40.17624608984729,40.255855560302734,132364.90507618288
2000-06-13 13:30:00,40.33546713166113,41.954193115234375,39.618981860243466,41.954193115234375,458095.59957956144
2000-06-14 13:30:00,41.954189043366505,41.980725532325,40.14970779418945,40.14970779418945,229636.6339018366
2000-06-15 13:30:00,40.22931363167019,41.0519447151674,39.59243795412396,40.49467849731445,256486.47885150652
2000-06-16 13:30:00,40.54775220155716,41.15809140354395,40.1497048959136,40.76004409790039,204671.02488806503
2000-06-19 13:30:00,40.91926800797625,43.51984405517578,40.6008301246457,43.51984405517578,513914.9848892919
2000-06-20 13:30:00,43.94443108485295,44.89974480408889,43.73213914724497,44.15672302246094,585278.9389931423
2000-06-21 13:30:00,43.57291766200359,44.66091377902074,43.51984468068569,44.34247589111328,437604.96251155145
2000-06-22 13:30:00,43.944427298058194,43.944427298058194,42.03380002422958,42.13994598388672,921843.8489421398
2000-06-23 13:30:00,42.193013851459206,42.53798817854661,41.29077330369216,41.39691925048828,807614.4458408136
2000-06-26 13:30:00,41.76843006427472,42.193013851459206,40.91926248990573,41.39691925048828,362708.1500714065
2000-06-27 13:30:00,41.71536121494723,41.79497068291469,40.070098876953125,40.070098876953125,556073.9335438916
2000-06-28 13:30:00,40.17624463771172,41.237704205418765,40.17624463771172,40.28239059448242,538174.0552153182
2000-06-29 13:30:00,39.80473128027475,40.07009615547658,38.74327177946743,39.35361099243164,663708.7891381349
2000-06-30 13:30:00,39.486297201603016,40.2558554131934,39.194395810999765,39.91088104248047,1078703.322890221
2000-07-03 13:30:00,39.85780815154275,40.86619477588271,39.804735171314334,40.8131217956543,123886.01453511875
2000-07-05 13:30:00,38.4248369052817,38.87595722806471,37.41645030141381,37.62874221801758,3208318.106954792
